,call_failure,total_seconds_calls,total_number_calls,total_number_sms,distinct_call_numbers,customer_value,complains,subs_length,charge_amount,tariff_plan,status,age,Churn
329,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,1,1,30,0
330,0.0,6525.0,87.0,0.0,16.0,165.3,0,27,0,1,1,45,0
331,0.0,0.0,0.0,0.0,0.0,0.0,1,30,0,1,2,45,1
332,0.0,0.0,0.0,0.0,0.0,0.0,1,30,0,1,1,55,1
333,20.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,721.935,0,25,2,1,1,25,0
334,1.0,6705.0,106.0,73.17492063492064,27.0,1458.495,0,28,2,2,1,25,0
335,0.0,3458.0,72.0,0.0,22.0,158.85,0,30,0,1,1,25,0
336,0.0,1405.0,34.0,23.0,14.0,149.56,0,29,0,1,2,30,0
337,1.0,2520.0,43.0,160.0,17.0,835.335,0,30,0,1,1,25,0
338,0.0,1055.0,26.0,178.0,5.0,849.645,0,21,0,2,1,25,0
339,0.0,1308.0,29.0,15.0,62.0,70.925,0,20,0,1,1,45,0
340,6.0,440.0,15.0,0.0,1.0,20.475,0,21,0,1,2,25,0
341,0.0,0.0,0.0,6.0,0.0,15.0,0,20,0,1,2,45,0
342,5.0,965.0,22.0,4.0,7.0,62.415,0,19,0,1,1,25,0
343,0.0,2965.0,51.0,0.0,17.0,120.64,0,19,0,1,1,30,0
344,0.0,1435.0,16.0,13.0,8.0,123.795,0,12,0,1,1,25,0
345,11.0,6133.0,131.0,70.0,36.0,729.52,0,11,0,2,1,15,0
346,7.0,8673.0,161.0,58.0,34.0,365.85,0,9,0,1,1,45,0
347,3.0,2593.0,35.0,16.0,13.0,169.12,0,10,2,1,1,30,0
348,0.0,4130.0,30.0,200.0,4.0,966.4,0,3,0,1,1,30,0
349,0.0,1228.0,9.0,0.0,1.0,55.665,1,3,0,1,1,25,1
350,10.0,4550.0,79.0,16.0,22.0,249.16,0,41,0,1,1,30,0
351,2.0,498.0,13.0,18.0,9.0,103.995,0,42,0,1,2,25,0
352,12.0,2633.0,68.0,73.17492063492064,29.0,1588.04,0,40,0,1,1,30,0
353,12.0,4378.0,74.0,12.0,40.0,310.86,0,41,0,1,1,15,0
354,5.0,2573.0,66.0,13.0,38.0,216.645,0,41,0,1,1,15,0
355,13.0,3955.0,90.0,43.0,33.0,333.8,0,41,1,1,1,30,0
356,6.0,2540.0,47.0,73.17492063492064,23.0,1287.48,0,41,0,1,1,30,0
357,15.0,9295.0,129.0,155.0,48.0,996.96,0,40,2,1,1,30,0
358,9.0,13953.0,177.0,11.0,49.0,609.2,0,41,0,1,1,30,0
359,9.0,4695.0,91.0,13.0,30.0,243.44,0,41,1,1,1,30,0
360,8.0,6098.0,103.0,18.0,17.0,320.04,0,41,0,1,1,30,0
361,11.0,2418.0,62.0,19.0,22.0,175.2,0,41,0,1,2,30,0
362,27.0,4472.459682539683,69.46063492063492,65.0,37.0,882.12,0,41,3,1,1,30,0
363,6.0,3275.0,35.0,73.17492063492064,13.0,470.9729158730159,0,41,1,1,1,30,0
364,11.0,4472.459682539683,190.0,161.0,35.0,1437.975,0,40,0,1,1,25,0
365,5.0,6680.0,94.0,197.0,31.0,1058.96,0,40,1,1,1,30,0
366,2.0,1055.0,22.0,11.0,16.0,97.965,0,40,0,1,2,25,0
367,4.0,890.0,22.0,24.0,13.0,132.48,0,41,0,1,2,30,0
368,2.0,180.0,8.0,11.0,5.0,57.96,0,40,0,1,2,25,1
369,5.0,7688.0,135.0,73.17492063492064,48.0,470.9729158730159,0,40,0,1,1,25,0
370,9.0,11645.0,162.0,22.0,52.0,350.175,0,40,1,1,1,45,0
371,10.0,6898.0,83.0,119.0,42.0,849.645,0,40,1,1,1,25,0
372,25.0,1135.0,55.0,27.0,22.0,175.05,1,36,0,1,2,25,1
373,23.0,10615.0,101.0,12.0,47.0,178.74,0,39,8,1,1,55,0
374,15.0,5998.0,106.0,37.0,29.0,441.18,0,39,1,1,1,25,0
375,3.0,3020.0,30.0,11.0,19.0,166.0,0,37,0,1,1,30,0
376,11.0,3170.0,49.0,20.0,21.0,208.76,1,38,0,1,2,30,1
377,11.0,2448.0,52.0,45.0,36.0,280.0,1,39,0,1,2,30,1
378,2.0,313.0,10.0,11.0,7.0,56.92,1,39,0,1,2,30,1
379,3.0,1848.0,33.0,11.0,11.0,119.24,0,39,0,1,1,30,0
380,5.0,6965.0,105.0,25.0,27.0,143.55,0,36,1,1,1,55,0
381,2.0,808.0,15.0,20.0,9.0,70.575,0,39,0,1,2,45,1
382,2.0,518.0,12.0,15.0,7.0,30.45,0,39,1,1,1,55,0
383,27.0,4472.459682539683,69.46063492063492,11.0,23.50984126984127,792.045,1,34,3,1,1,25,0
384,8.0,7145.0,124.0,73.17492063492064,38.0,1596.105,0,37,3,2,1,25,0
385,4.0,3898.0,90.0,13.0,33.0,237.96,0,39,0,1,1,25,0
386,5.0,1845.0,52.0,49.0,25.0,271.88,0,38,0,1,2,30,0
387,8.0,2960.0,61.0,186.0,28.0,972.945,0,39,0,1,1,25,0
388,6.0,1495.0,44.0,204.0,16.0,987.255,1,30,1,2,1,25,1
389,6.0,1748.0,47.0,41.0,23.50984126984127,147.375,0,29,0,1,1,45,0
390,13.0,880.0,33.0,21.0,12.0,135.585,0,30,0,1,2,25,0
391,2.0,1005.0,18.0,32.0,8.0,105.575,0,29,0,1,2,45,0
392,12.0,1405.0,40.0,30.0,18.0,200.025,0,28,0,1,1,25,0
393,4.0,3405.0,69.0,19.0,28.0,214.96,0,28,0,1,1,30,0
394,4.0,1875.0,34.0,39.0,19.0,261.405,0,21,0,1,1,25,0
395,18.0,6573.0,149.0,96.0,47.0,734.49,0,20,1,2,1,25,0
396,14.0,9113.0,179.0,84.0,45.0,442.3,0,18,0,1,1,45,0
397,10.0,3033.0,53.0,42.0,24.0,291.44,0,19,3,1,1,30,0
398,4.0,4570.0,48.0,73.17492063492064,15.0,1088.72,0,12,1,1,1,30,0
399,5.0,1668.0,27.0,11.0,12.0,111.8,0,12,1,1,1,30,1
400,6.0,4190.0,63.0,0.0,12.0,170.12,0,35,0,1,1,30,0
401,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,1,2,25,0
402,8.0,2273.0,52.0,73.17492063492064,19.0,1485.0,0,34,0,1,1,30,0
403,8.0,4018.0,58.0,0.0,30.0,224.18,0,35,0,1,1,15,0
404,1.0,2213.0,50.0,0.0,28.0,124.465,0,35,0,1,1,15,0
405,9.0,3595.0,74.0,21.0,23.0,230.76,0,35,1,1,1,30,0
406,2.0,2180.0,31.0,73.17492063492064,13.0,1184.44,0,35,0,1,1,30,0
407,11.0,8935.0,113.0,133.0,38.0,893.92,0,34,2,1,1,30,0
408,5.0,13593.0,161.0,0.0,39.0,550.16,0,35,0,1,1,30,0
409,5.0,4335.0,75.0,0.0,20.0,176.4,0,35,1,1,1,30,0
410,4.0,5738.0,87.0,0.0,7.0,233.0,0,35,0,1,1,30,0
411,7.0,2058.0,46.0,0.0,12.0,84.16,0,35,0,1,2,30,0
412,23.0,4472.459682539683,69.46063492063492,43.0,27.0,779.08,0,35,3,1,1,30,0
413,2.0,2915.0,19.0,73.17492063492064,3.0,470.9729158730159,0,35,1,1,1,30,0
414,7.0,4472.459682539683,174.0,139.0,25.0,1322.055,0,34,0,1,1,25,0
415,1.0,6320.0,78.0,175.0,21.0,955.92,0,34,1,1,1,30,0
416,0.0,695.0,6.0,0.0,6.0,31.545,0,34,0,1,2,25,0
417,0.0,530.0,6.0,2.0,3.0,29.44,0,35,0,1,2,30,0
418,0.0,0.0,0.0,0.0,0.0,0.0,1,34,0,1,2,25,1
419,1.0,7328.0,119.0,73.17492063492064,38.0,470.9729158730159,0,34,0,1,1,25,0
420,5.0,11285.0,146.0,0.0,42.0,285.775,0,34,1,1,1,45,0
421,6.0,6538.0,67.0,97.0,32.0,733.725,0,34,1,1,1,25,0
422,21.0,775.0,39.0,5.0,12.0,59.13,1,30,0,1,2,25,1
423,19.0,10255.0,85.0,0.0,37.0,155.1,0,33,8,1,1,55,0
424,11.0,5638.0,90.0,15.0,19.0,325.26,1,33,1,1,1,25,1
425,0.0,2660.0,14.0,0.0,9.0,106.96,0,31,0,1,1,30,0
426,7.0,2810.0,33.0,0.0,11.0,113.72,0,32,0,1,2,30,1
427,7.0,2088.0,36.0,23.0,26.0,176.96,1,33,0,1,2,30,1
428,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0,1,2,30,1
429,0.0,1488.0,17.0,0.0,1.0,60.2,0,33,0,1,1,30,0
430,1.0,6605.0,89.0,3.0,17.0,104.91,0,30,1,1,1,55,0
431,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0,1,2,45,1
432,0.0,0.0,0.0,0.0,0.0,0.0,0,33,0,1,1,55,0
433,23.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,725.625,0,28,3,1,1,25,0
434,4.0,6785.0,108.0,73.17492063492064,28.0,1480.185,0,31,3,2,1,25,0
435,0.0,3538.0,74.0,0.0,23.0,162.54,0,33,0,1,1,25,0
436,1.0,1485.0,36.0,27.0,15.0,168.84,0,32,0,1,2,30,0
437,4.0,2600.0,45.0,164.0,18.0,857.025,0,33,0,1,1,25,0
438,2.0,1135.0,28.0,182.0,6.0,871.335,0,24,1,2,1,25,0
439,2.0,1388.0,31.0,19.0,63.0,82.975,0,23,0,1,1,45,0
440,9.0,520.0,17.0,0.0,2.0,24.165,0,24,0,1,2,25,0
441,0.0,0.0,0.0,10.0,0.0,25.0,0,23,0,1,2,45,0
442,8.0,1045.0,24.0,8.0,8.0,84.105,0,22,0,1,1,25,0
443,0.0,3045.0,53.0,0.0,18.0,123.92,0,22,0,1,1,30,0
444,0.0,1515.0,18.0,17.0,9.0,145.485,0,15,0,1,1,25,0
445,14.0,6213.0,133.0,74.0,37.0,618.57,0,14,1,2,1,25,0
446,10.0,8753.0,163.0,62.0,35.0,377.9,0,12,0,1,1,45,0
447,6.0,2673.0,37.0,20.0,14.0,188.4,0,13,3,1,1,30,0
448,0.0,4210.0,32.0,204.0,5.0,985.68,0,6,1,1,1,30,0
449,1.0,1308.0,11.0,0.0,2.0,52.76,0,6,1,1,1,30,1
450,12.0,4970.0,81.0,26.0,32.0,306.04,0,38,2,1,1,30,0
451,4.0,918.0,15.0,28.0,19.0,149.32,0,39,0,1,2,30,0
452,14.0,3053.0,70.0,73.17492063492064,39.0,1644.92,0,37,2,1,1,30,0
453,14.0,4798.0,76.0,22.0,50.0,389.07,0,38,2,1,1,15,0
454,7.0,2993.0,68.0,23.0,48.0,241.245,0,38,2,1,1,25,0
455,15.0,4375.0,92.0,53.0,43.0,390.68,0,38,3,1,1,30,0
456,8.0,2960.0,49.0,73.17492063492064,33.0,1344.36,0,38,2,1,1,30,0
457,17.0,9715.0,131.0,165.0,58.0,1053.84,0,37,4,2,1,30,0
458,11.0,4472.459682539683,179.0,21.0,59.0,666.08,0,38,2,1,1,30,0
459,11.0,5115.0,93.0,23.0,40.0,300.32,0,38,3,1,1,30,0
460,10.0,6518.0,105.0,28.0,27.0,376.92,0,38,2,1,1,30,0
461,13.0,2838.0,64.0,29.0,32.0,232.08,0,38,0,1,2,30,0
462,7.627936507936508,4472.459682539683,69.46063492063492,75.0,47.0,939.0,0,38,5,1,1,30,0
463,8.0,3695.0,37.0,73.17492063492064,23.0,470.9729158730159,0,38,3,1,1,30,0
464,13.0,4472.459682539683,192.0,171.0,45.0,1501.965,0,37,2,1,1,25,0
465,7.0,7100.0,96.0,207.0,41.0,1115.84,0,37,3,1,1,30,0
466,4.0,1475.0,24.0,21.0,26.0,161.955,0,37,0,1,2,25,0
467,6.0,1310.0,24.0,34.0,23.0,189.36,0,38,0,1,2,30,0
468,4.0,600.0,10.0,21.0,15.0,121.95,0,37,0,1,2,25,1
469,7.0,8108.0,137.0,73.17492063492064,58.0,470.9729158730159,0,37,2,1,1,30,0
470,11.0,12065.0,164.0,32.0,62.0,385.725,0,37,3,1,1,45,0
471,12.0,7318.0,85.0,129.0,52.0,913.635,0,37,3,1,1,25,0
472,27.0,1555.0,57.0,37.0,32.0,212.48,1,33,0,1,2,30,1
473,25.0,11035.0,103.0,22.0,57.0,200.07,0,36,10,2,1,55,0
474,17.0,6418.0,108.0,47.0,39.0,505.17,0,36,3,1,1,25,0
475,5.0,3440.0,32.0,21.0,29.0,222.88,0,34,2,1,1,30,0
476,13.0,3590.0,51.0,30.0,31.0,265.64,1,35,0,1,2,30,1
477,13.0,2868.0,54.0,55.0,46.0,336.88,1,36,0,1,2,30,1
478,4.0,733.0,12.0,21.0,17.0,113.8,0,36,0,1,2,30,1
479,5.0,2268.0,35.0,21.0,21.0,110.075,0,36,2,1,1,45,0
480,7.0,7385.0,107.0,35.0,37.0,164.88,0,33,3,1,1,55,0
481,4.0,1228.0,17.0,30.0,19.0,106.125,0,36,0,1,2,45,1
482,4.0,938.0,14.0,25.0,17.0,51.78,0,36,3,1,1,55,0
483,7.627936507936508,4472.459682539683,69.46063492063492,21.0,23.50984126984127,856.035,0,31,5,1,1,25,0
484,10.0,7565.0,126.0,73.17492063492064,48.0,1660.095,0,34,5,2,1,25,0
485,6.0,4318.0,92.0,23.0,43.0,268.4,0,36,2,1,1,30,0
486,7.0,2265.0,54.0,59.0,35.0,328.76,1,35,0,1,2,30,1
487,10.0,3380.0,63.0,196.0,38.0,1036.935,0,36,2,1,1,25,0
488,8.0,1915.0,46.0,73.17492063492064,26.0,1051.245,0,27,3,2,1,25,0
489,8.0,2168.0,49.0,51.0,23.50984126984127,182.925,0,26,2,1,1,45,0
490,15.0,1300.0,35.0,31.0,22.0,177.4,0,27,0,1,2,30,0
491,4.0,1425.0,20.0,42.0,18.0,141.125,0,26,0,1,2,45,0
492,14.0,1825.0,42.0,40.0,28.0,264.015,0,25,2,1,1,25,0
493,6.0,3825.0,71.0,29.0,38.0,271.84,0,25,2,1,1,30,0
494,6.0,2295.0,36.0,49.0,29.0,325.395,0,18,2,1,1,25,0
495,20.0,6993.0,151.0,106.0,57.0,798.48,0,17,3,2,1,25,0
496,16.0,9533.0,181.0,94.0,55.0,286.71,0,15,2,1,1,55,0
497,12.0,3453.0,55.0,52.0,34.0,348.32,0,16,5,1,1,30,0
498,6.0,4990.0,50.0,73.17492063492064,25.0,1145.6,0,9,3,1,1,30,0
499,7.0,2088.0,29.0,21.0,22.0,168.68,1,9,3,1,1,30,1
500,4.0,3770.0,61.0,0.0,2.0,172.395,0,38,0,1,1,25,0
501,0.0,0.0,0.0,0.0,0.0,0.0,0,39,0,1,2,25,0
502,6.0,1853.0,50.0,73.17492063492064,9.0,1606.635,0,37,0,1,1,25,0
503,6.0,3598.0,56.0,0.0,20.0,200.97,0,38,0,1,1,15,0
504,0.0,1793.0,48.0,0.0,18.0,101.255,0,38,0,1,1,15,0
505,7.0,3175.0,72.0,11.0,13.0,173.88,0,38,0,1,1,30,0
506,0.0,1760.0,29.0,73.17492063492064,3.0,1127.56,0,38,0,1,1,30,0
507,9.0,8515.0,111.0,123.0,28.0,837.04,0,37,0,1,1,30,0
508,3.0,13173.0,159.0,0.0,29.0,533.28,0,38,0,1,1,30,0
509,3.0,3915.0,73.0,0.0,10.0,159.52,0,38,0,1,1,30,0
510,2.0,5318.0,85.0,0.0,15.0,243.135,0,38,0,1,1,25,0
511,5.0,1638.0,44.0,0.0,2.0,67.28,0,38,0,1,2,30,0
512,21.0,4472.459682539683,69.46063492063492,33.0,17.0,722.2,0,38,1,1,1,30,0
513,0.0,2495.0,17.0,73.17492063492064,7.0,470.9729158730159,0,38,0,1,1,30,0
514,5.0,4472.459682539683,172.0,129.0,15.0,1258.065,0,37,0,1,1,25,0
515,0.0,5900.0,76.0,165.0,11.0,899.04,0,37,0,1,1,30,0
516,0.0,275.0,4.0,0.0,1.0,12.555,0,37,0,1,2,25,0
517,0.0,110.0,4.0,0.0,1.0,5.13,0,38,0,1,2,25,0
518,0.0,0.0,0.0,0.0,0.0,0.0,0,37,0,1,2,25,1
519,0.0,6908.0,117.0,73.17492063492064,28.0,470.9729158730159,0,37,0,1,1,25,0
520,3.0,10865.0,144.0,0.0,32.0,440.36,0,37,0,1,1,30,0
521,4.0,6118.0,65.0,87.0,22.0,669.735,0,37,0,1,1,25,0
522,19.0,355.0,37.0,0.0,2.0,17.64,0,33,0,1,2,25,1
523,17.0,9835.0,83.0,0.0,27.0,247.95,0,36,6,1,1,45,0
524,9.0,5218.0,88.0,5.0,9.0,261.27,1,36,0,1,1,25,1
525,0.0,2240.0,12.0,0.0,4.0,90.08,0,34,0,1,1,30,0
526,5.0,2390.0,31.0,0.0,1.0,96.84,0,35,0,1,2,30,1
527,5.0,1668.0,34.0,13.0,16.0,120.08,0,36,0,1,2,30,1
528,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,1,2,30,1
529,0.0,1068.0,15.0,0.0,3.0,43.32,0,36,0,1,1,30,0
530,0.0,6185.0,87.0,0.0,7.0,156.8,0,33,0,1,1,45,0
531,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,1,2,45,1
532,0.0,0.0,0.0,0.0,0.0,0.0,0,36,0,1,1,55,0
533,21.0,4472.459682539683,69.46063492063492,0.0,65.0,706.635,0,31,1,1,1,25,0
534,2.0,6365.0,106.0,73.17492063492064,18.0,1416.195,0,34,1,2,1,25,0
535,0.0,3118.0,72.0,0.0,13.0,143.55,0,36,0,1,1,25,0
536,0.0,1065.0,34.0,17.0,5.0,111.96,0,35,0,1,2,30,0
537,2.0,2180.0,43.0,154.0,8.0,793.035,0,36,0,1,1,25,0
538,0.0,715.0,26.0,172.0,1.0,807.345,0,27,0,2,1,25,0
539,0.0,968.0,29.0,9.0,53.0,47.425,0,26,0,1,1,45,0
540,7.0,100.0,15.0,0.0,3.0,5.175,0,27,0,1,2,25,0
541,0.0,0.0,0.0,0.0,0.0,0.0,0,26,0,1,2,45,0
542,6.0,625.0,22.0,0.0,2.0,29.115,0,25,0,1,1,25,0
543,0.0,2625.0,51.0,0.0,8.0,107.04,0,25,0,1,1,30,0
544,0.0,1095.0,16.0,7.0,6.0,81.495,0,18,0,1,1,25,0
545,12.0,5793.0,131.0,64.0,27.0,677.82,0,17,0,2,1,15,0
546,8.0,8333.0,161.0,52.0,25.0,342.35,0,15,0,1,1,45,0
547,4.0,2253.0,35.0,10.0,4.0,131.52,0,16,1,1,1,30,0
548,0.0,3790.0,30.0,194.0,23.0,928.8,0,9,0,1,1,30,0
549,0.0,888.0,9.0,0.0,3.0,35.88,1,9,0,1,1,30,1
550,8.0,4485.0,77.0,37.0,21.0,330.48,0,39,1,1,1,30,0
551,0.0,433.0,11.0,39.0,8.0,173.76,0,40,0,1,2,30,0
552,10.0,2568.0,66.0,73.17492063492064,28.0,1669.36,0,38,1,1,1,30,0
553,10.0,4313.0,72.0,33.0,39.0,422.675,0,39,1,1,1,15,0
554,3.0,2508.0,64.0,34.0,37.0,268.74,0,39,1,1,1,25,0
555,11.0,3890.0,88.0,64.0,32.0,415.12,0,39,2,1,1,30,0
556,4.0,2475.0,45.0,73.17492063492064,22.0,855.5,0,39,1,1,1,45,0
557,13.0,9230.0,127.0,176.0,47.0,1078.28,0,38,3,1,1,30,0
558,7.0,13888.0,175.0,32.0,48.0,690.52,0,39,1,1,1,30,0
559,7.0,4630.0,89.0,34.0,29.0,324.76,0,39,2,1,1,30,0
560,6.0,6033.0,101.0,39.0,16.0,401.36,0,39,1,1,1,30,0
561,9.0,2353.0,60.0,40.0,21.0,256.52,1,39,0,1,2,30,0
562,25.0,4472.459682539683,69.46063492063492,86.0,36.0,963.44,0,39,4,1,1,30,0
563,4.0,3210.0,33.0,73.17492063492064,12.0,1368.575,0,39,2,1,1,45,0
564,9.0,4472.459682539683,188.0,182.0,34.0,1529.46,0,38,1,1,1,25,0
565,3.0,6615.0,92.0,73.17492063492064,30.0,1140.28,0,38,2,1,1,30,0
566,0.0,990.0,20.0,32.0,15.0,189.45,0,38,0,1,2,25,0
567,2.0,825.0,20.0,45.0,12.0,213.8,0,39,0,1,2,30,0
568,0.0,115.0,6.0,32.0,4.0,149.445,0,38,0,1,2,25,1
569,3.0,7623.0,133.0,73.17492063492064,47.0,470.9729158730159,0,38,1,1,1,30,0
570,7.0,11580.0,160.0,43.0,51.0,401.0,0,38,2,1,1,45,0
571,8.0,6833.0,81.0,140.0,41.0,941.13,0,38,2,1,1,25,0
572,23.0,1070.0,53.0,48.0,21.0,236.92,1,34,0,1,2,30,1
573,21.0,10550.0,99.0,33.0,46.0,209.235,0,37,9,1,1,55,0
574,13.0,5933.0,104.0,58.0,28.0,473.48,0,37,2,1,1,30,0
575,1.0,2955.0,28.0,32.0,18.0,247.32,0,35,1,1,1,30,0
576,9.0,3105.0,47.0,41.0,20.0,290.08,1,36,0,1,2,30,1
577,9.0,2383.0,50.0,66.0,35.0,225.825,0,37,0,1,2,45,1
578,0.0,248.0,8.0,32.0,6.0,138.24,0,37,0,1,2,30,1
579,1.0,1783.0,31.0,32.0,10.0,125.35,0,37,1,1,1,45,0
580,3.0,6900.0,103.0,46.0,26.0,174.045,0,34,2,1,1,55,0
581,0.0,743.0,13.0,41.0,8.0,121.4,0,37,0,1,2,45,1
582,0.0,453.0,10.0,36.0,6.0,60.945,0,37,2,1,1,55,0
583,25.0,4472.459682539683,69.46063492063492,32.0,23.50984126984127,883.53,0,32,4,2,1,25,0
584,6.0,7080.0,122.0,73.17492063492064,37.0,1500.08,0,35,4,2,1,30,0
585,2.0,3833.0,88.0,34.0,32.0,292.84,0,37,1,1,1,30,0
586,3.0,1780.0,50.0,70.0,24.0,220.75,0,36,0,1,2,45,0
587,6.0,2895.0,59.0,207.0,27.0,1064.43,0,37,1,1,1,25,0
588,4.0,1430.0,42.0,73.17492063492064,15.0,958.88,0,28,2,2,1,30,0
589,4.0,1683.0,45.0,62.0,23.50984126984127,118.92,0,27,1,1,1,55,0
590,11.0,815.0,31.0,42.0,11.0,201.84,0,28,0,1,2,30,0
591,0.0,940.0,16.0,53.0,7.0,156.4,0,27,0,1,2,45,0
592,10.0,1340.0,38.0,51.0,17.0,291.51,0,26,1,1,1,25,0
593,2.0,3340.0,67.0,40.0,27.0,296.28,0,26,1,1,1,30,0
594,2.0,1810.0,32.0,60.0,18.0,313.68,0,19,1,1,1,30,0
595,16.0,6508.0,147.0,117.0,46.0,825.975,0,18,2,2,1,25,0
596,12.0,9048.0,177.0,105.0,44.0,295.875,0,16,1,1,1,55,0
597,8.0,2968.0,51.0,63.0,23.0,372.76,0,17,4,2,1,30,0
598,2.0,4505.0,46.0,73.17492063492064,14.0,1170.04,0,10,2,1,1,30,0
599,3.0,1603.0,25.0,32.0,11.0,193.12,0,10,2,1,1,30,1
600,8.0,4255.0,65.0,0.0,13.0,194.4,0,37,0,1,1,25,0
601,0.0,0.0,0.0,0.0,0.0,0.0,0,38,0,1,2,25,0
602,10.0,2338.0,54.0,73.17492063492064,20.0,1579.14,0,36,0,1,1,25,0
603,10.0,4083.0,60.0,0.0,31.0,227.865,0,37,0,1,1,15,0
604,3.0,2278.0,52.0,0.0,29.0,128.15,0,37,0,1,1,15,0
605,11.0,3660.0,76.0,0.0,24.0,168.12,0,37,0,1,1,25,0
606,4.0,2245.0,33.0,73.17492063492064,14.0,1103.12,0,37,0,1,1,30,0
607,13.0,9000.0,115.0,112.0,39.0,812.6,0,36,1,1,1,30,0
608,7.0,13658.0,163.0,0.0,40.0,552.84,0,37,0,1,1,30,0
609,7.0,4400.0,77.0,0.0,21.0,179.08,0,37,0,1,1,30,0
610,6.0,5803.0,89.0,0.0,8.0,265.14,0,37,0,1,1,25,0
611,9.0,2123.0,48.0,0.0,13.0,86.84,0,37,0,1,2,30,0
612,25.0,4472.459682539683,69.46063492063492,22.0,28.0,697.76,0,37,2,1,1,30,0
613,4.0,2980.0,21.0,73.17492063492064,4.0,470.9729158730159,0,37,0,1,1,30,0
614,9.0,4472.459682539683,176.0,118.0,26.0,1230.57,0,36,0,1,1,25,0
615,3.0,6385.0,80.0,154.0,22.0,874.6,0,36,0,1,1,30,0
616,0.0,760.0,8.0,0.0,7.0,34.56,0,36,0,1,2,25,0
617,2.0,595.0,8.0,0.0,4.0,27.135,0,37,0,1,2,25,0
618,0.0,0.0,0.0,0.0,0.0,0.0,1,36,0,1,2,25,1
619,3.0,7393.0,121.0,73.17492063492064,39.0,470.9729158730159,0,36,0,1,1,25,0
620,7.0,11350.0,148.0,0.0,43.0,459.92,0,36,0,1,1,30,0
621,8.0,6603.0,69.0,76.0,33.0,642.24,0,36,0,1,1,25,0
622,23.0,840.0,41.0,0.0,13.0,39.645,0,32,0,1,2,25,1
623,21.0,10320.0,87.0,0.0,38.0,260.175,0,35,7,2,1,45,0
624,13.0,5703.0,92.0,0.0,20.0,260.775,1,35,0,1,1,25,1
625,1.0,2725.0,16.0,0.0,10.0,109.64,0,33,0,1,1,30,0
626,9.0,2875.0,35.0,0.0,12.0,130.95,1,34,0,1,2,25,1
627,9.0,2153.0,38.0,2.0,27.0,95.64,0,35,0,1,2,30,1
628,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,1,2,25,1
629,1.0,1553.0,19.0,0.0,2.0,62.88,0,35,0,1,1,30,0
630,3.0,6670.0,91.0,0.0,18.0,169.025,0,32,0,1,1,45,0
631,0.0,513.0,1.0,0.0,3.0,12.85,0,35,0,1,2,45,1
632,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,1,1,45,0
633,25.0,4472.459682539683,69.46063492063492,0.0,23.50984126984127,728.64,0,30,2,1,1,25,0
634,6.0,6850.0,110.0,73.17492063492064,29.0,1388.7,0,33,2,2,1,25,0
635,2.0,3603.0,76.0,0.0,24.0,165.555,0,35,0,1,1,25,0
636,3.0,1550.0,38.0,6.0,16.0,87.52,0,34,0,1,2,30,0
637,6.0,2665.0,47.0,143.0,19.0,765.54,0,35,0,1,1,25,0
638,4.0,1200.0,30.0,161.0,7.0,779.85,0,26,0,2,1,25,0
639,4.0,1453.0,33.0,0.0,64.0,37.15,0,25,0,1,1,45,0
640,11.0,585.0,19.0,0.0,3.0,27.18,0,26,0,1,2,25,0
641,0.0,710.0,4.0,0.0,1.0,17.85,0,25,0,1,2,45,0
642,10.0,1110.0,26.0,0.0,9.0,51.12,0,24,0,1,1,25,0
643,2.0,3110.0,55.0,0.0,19.0,126.6,0,24,0,1,1,30,0
644,2.0,1580.0,20.0,0.0,10.0,72.0,0,17,0,1,1,25,0
645,16.0,6278.0,135.0,53.0,38.0,644.215,0,16,0,2,1,15,0
646,12.0,8818.0,165.0,41.0,36.0,327.075,0,14,0,1,1,45,0
647,8.0,2738.0,39.0,0.0,15.0,111.08,0,15,2,1,1,30,0
648,2.0,4275.0,34.0,183.0,6.0,904.36,0,8,0,1,1,30,0
649,3.0,1373.0,13.0,0.0,3.0,62.37,1,8,0,1,1,25,1
650,10.0,4560.0,72.0,14.0,20.0,241.28,0,38,0,1,1,30,0
651,2.0,508.0,6.0,16.0,7.0,95.13,0,39,0,1,2,25,0
652,12.0,2643.0,61.0,73.17492063492064,27.0,1580.16,0,37,0,1,1,30,0
653,12.0,4388.0,67.0,10.0,38.0,300.025,0,38,0,1,1,15,0
654,5.0,2583.0,59.0,11.0,36.0,205.81,0,38,0,1,1,15,0
655,13.0,3965.0,83.0,41.0,31.0,325.92,0,38,1,1,1,30,0
656,6.0,2550.0,40.0,73.17492063492064,21.0,1279.6,0,38,0,1,1,30,0
657,15.0,9305.0,122.0,153.0,46.0,989.08,0,37,2,1,1,30,0
658,9.0,13963.0,170.0,9.0,47.0,601.32,0,38,0,1,1,30,0
659,9.0,4705.0,84.0,11.0,28.0,235.56,0,38,1,1,1,30,0
